,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
23,2/24/2023,20:30,Bundesliga,Matchweek 22,Fri,Away,L,0,4,Mainz 05,1.2,1.8,64,32500,Lars Stindl,4-2-3-1,3/4/2003,Robert Hartmann,Match Report,,9,2,21.1,1,0,0,2023,Monchengladbach
24,3/4/2023,15:30,Bundesliga,Matchweek 23,Sat,Home,D,0,0,Freiburg,1.5,0.3,52,52000,Lars Stindl,4-2-3-1,3/5/2002,Benjamin Brand,Match Report,,9,3,14.5,0,0,0,2023,Monchengladbach
25,3/11/2023,15:30,Bundesliga,Matchweek 24,Sat,Away,L,0,3,RB Leipzig,1.6,2.5,34,46687,Christoph Kramer,4-2-3-1,4-2-2-2,Matthias Jöllenbeck,Match Report,,6,2,16.3,0,0,1,2023,Monchengladbach
26,3/17/2023,20:30,Bundesliga,Matchweek 25,Fri,Home,D,2,2,Werder Bremen,3.4,1.3,58,54042,Lars Stindl,4-2-3-1,3/5/2002,Tobias Reichel,Match Report,,21,8,18.2,1,0,0,2023,Monchengladbach
27,4/2/2023,15:30,Bundesliga,Matchweek 26,Sun,Away,D,0,0,Köln,1,1,49,50000,Lars Stindl,4-2-3-1,4-1-4-1,Felix Zwayer,Match Report,,8,2,18.5,1,0,0,2023,Monchengladbach
28,4/9/2023,15:30,Bundesliga,Matchweek 27,Sun,Home,W,2,0,Wolfsburg,1.6,1.5,44,51127,Lars Stindl,4-2-3-1,4/3/2003,Timo Gerach,Match Report,,13,6,18.5,1,0,0,2023,Monchengladbach
29,4/15/2023,18:30,Bundesliga,Matchweek 28,Sat,Away,D,1,1,Eint Frankfurt,1.2,2.2,41,50000,Jonas Hofmann,4-2-3-1,3/4/2003,Sven Jablonski,Match Report,,4,2,15.3,0,0,0,2023,Monchengladbach
30,4/23/2023,19:30,Bundesliga,Matchweek 29,Sun,Home,L,0,1,Union Berlin,0.7,1.3,62,52107,Lars Stindl,4-2-3-1,3/5/2002,Martin Petersen,Match Report,,8,4,18,0,0,0,2023,Monchengladbach
31,4/29/2023,15:30,Bundesliga,Matchweek 30,Sat,Away,L,1,2,Stuttgart,1.2,2.3,58,47700,Lars Stindl,4-2-3-1,5/3/2002,Tobias Welz,Match Report,,8,3,21.1,0,1,1,2023,Monchengladbach
32,5/6/2023,15:30,Bundesliga,Matchweek 31,Sat,Home,W,2,0,Bochum,1.9,1.1,55,53797,Jonas Hofmann,4-2-3-1,4/3/2003,Robert Schröder,Match Report,,25,9,16.9,0,0,0,2023,Monchengladbach
33,5/13/2023,18:30,Bundesliga,Matchweek 32,Sat,Away,L,2,5,Dortmund,2,4.5,46,81365,Jonas Hofmann,4-2-3-1,4-2-3-1,Daniel Schlager,Match Report,,12,6,21,1,1,1,2023,Monchengladbach
34,5/21/2023,19:30,Bundesliga,Matchweek 33,Sun,Away,D,2,2,Leverkusen,1.7,1.6,53,30210,Christoph Kramer,3/4/2003,3/4/2003,Daniel Siebert,Match Report,,11,6,14.3,0,0,0,2023,Monchengladbach
35,5/27/2023,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,0,Augsburg,3,0.5,74,52186,Lars Stindl,3/4/2003,4-2-2-2,Matthias Jöllenbeck,Match Report,,19,7,17.3,2,0,0,2023,Monchengladbach
1,8/7/2022,17:30,Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,4.1,0.2,75,50000,Jonas Hector,4-1-3-2,4-1-4-1,Robert Schröder,Match Report,,32,10,15.5,0,0,0,2023,Koln
2,8/13/2022,15:30,Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,1.5,1,48,49579,Jonas Hector,4-2-3-1,3-1-4-2,Benjamin Brand,Match Report,,13,4,18.8,0,0,0,2023,Koln
4,8/21/2022,15:30,Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,0.3,0.9,46,50800,Jonas Hector,4-1-2-1-2◆,4-2-3-1,Martin Petersen,Match Report,,5,2,16.2,0,0,0,2023,Koln
6,8/28/2022,15:30,Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,0.6,2.1,63,50000,Jonas Hector,4-1-3-2,3/4/2003,Harm Osmers,Match Report,,7,1,19.4,0,0,0,2023,Koln
7,9/3/2022,15:30,Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,2.7,1,49,25654,Jonas Hector,4-2-3-1,3-4-1-2,Matthias Jöllenbeck,Match Report,,17,4,16.5,0,1,1,2023,Koln
9,9/11/2022,15:30,Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,0.6,1.5,53,49500,Jonas Hector,4-2-3-1,3/5/2002,Benjamin Cortus,Match Report,,8,3,14.8,0,0,0,2023,Koln
11,9/18/2022,17:30,Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,2.1,0.2,65,25800,Jonas Hector,4-2-3-1,4-2-3-1,Bastian Dankert,Match Report,,18,3,15.3,0,0,0,2023,Koln
12,10/1/2022,15:30,Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,1.9,2.5,42,50000,Jonas Hector,4-1-3-2,4-2-3-1,Harm Osmers,Match Report,,21,10,16.1,0,0,0,2023,Koln
14,10/9/2022,15:30,Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,1.3,3,35,54042,Jonas Hector,4-1-3-2,4-2-3-1,Sven Jablonski,Match Report,,4,2,19.2,0,1,1,2023,Koln
16,10/16/2022,15:30,Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,1.5,0.4,64,49000,Jonas Hector,4-1-3-2,4/4/2002,Felix Zwayer,Match Report,,15,5,15.1,0,0,0,2023,Koln
17,10/21/2022,20:30,Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,0.7,1.9,45,31610,Jonas Hector,4-3-1-2,3/5/2002,Matthias Jöllenbeck,Match Report,,6,2,19.4,1,0,0,2023,Koln
19,10/30/2022,19:30,Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,1.2,0.9,36,49000,Florian Kainz,4/4/2002,3/5/2002,Frank Willenborg,Match Report,,11,3,17.4,0,0,0,2023,Koln
21,11/6/2022,17:30,Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,0.5,1.4,45,33800,Florian Kainz,4-2-3-1,4-2-3-1,Florian Badstübner,Match Report,,6,2,14.2,0,0,0,2023,Koln
22,11/9/2022,18:30,Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,1.4,1.4,58,50000,Jonas Hector,4-2-3-1,3/4/2003,Tobias Stieler,Match Report,,19,7,17.8,0,0,0,2023,Koln
23,11/12/2022,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,1.8,1.8,52,60827,Jonas Hector,4-2-3-1,4-2-2-2,Christian Dingert,Match Report,,10,3,16.6,2,0,0,2023,Koln
24,1/21/2023,18:30,Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,3,0.3,50,50000,Jonas Hector,4-2-2-2,3-1-4-2,Robert Schröder,Match Report,,15,7,14.5,0,0,0,2023,Koln
25,1/24/2023,20:30,Bundesliga,Matchweek 17,Tue,Away,D,1,1,Bayern Munich,0.8,1.4,23,75000,Jonas Hector,4-2-3-1,4-2-3-1,Tobias Stieler,Match Report,,3,1,7.5,0,0,0,2023,Koln
26,1/29/2023,15:30,Bundesliga,Matchweek 18,Sun,Away,D,0,0,Schalke 04,0.3,1.2,46,61571,Jonas Hector,4-1-3-2,4-2-3-1,Matthias Jöllenbeck,Match Report,,6,0,15.7,0,0,0,2023,Koln
27,2/4/2023,15:30,Bundesliga,Matchweek 19,Sat,Home,D,0,0,RB Leipzig,0.8,1.3,44,49200,Jonas Hector,4-2-2-2,3/4/2003,Martin Petersen,Match Report,,9,0,21,0,0,0,2023,Koln
28,2/12/2023,17:30,Bundesliga,Matchweek 20,Sun,Home,W,3,0,Eint Frankfurt,1.2,0.3,43,50000,Jonas Hector,4-2-3-1,3/4/2003,Daniel Siebert,Match Report,,8,4,13,0,0,0,2023,Koln
29,2/18/2023,15:30,Bundesliga,Matchweek 21,Sat,Away,L,0,3,Stuttgart,0.5,1.5,55,46850,Jonas Hector,4-2-3-1,4/3/2003,Benjamin Cortus,Match Report,,12,4,19.3,1,0,0,2023,Koln
30,2/25/2023,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,2,Wolfsburg,1.2,1,57,49300,Jonas Hector,4/4/2002,4/3/2003,Frank Willenborg,Match Report,,13,5,14.9,0,0,0,2023,Koln
31,3/4/2023,15:30,Bundesliga,Matchweek 23,Sat,Away,D,0,0,Union Berlin,0.9,0.5,48,22012,Jonas Hector,4-2-3-1,3/5/2002,Tobias Stieler,Match Report,,10,4,15.3,0,0,0,2023,Koln
32,3/10/2023,20:30,Bundesliga,Matchweek 24,Fri,Home,L,0,2,Bochum,0.7,1.4,63,50000,Jonas Hector,4-2-3-1,4/3/2003,Tobias Welz,Match Report,,11,5,15.1,1,0,0,2023,Koln
33,3/18/2023,18:30,Bundesliga,Matchweek 25,Sat,Away,L,1,6,Dortmund,1.6,3.3,37,81365,Jonas Hector,4-2-2-2,4/3/2003,Daniel Siebert,Match Report,,11,5,14.6,0,0,0,2023,Koln
34,4/2/2023,15:30,Bundesliga,Matchweek 26,Sun,Home,D,0,0,Gladbach,1,1,51,50000,Jonas Hector,4-1-4-1,4-2-3-1,Felix Zwayer,Match Report,,12,5,17.4,1,0,0,2023,Koln
35,4/8/2023,15:30,Bundesliga,Matchweek 27,Sat,Away,W,3,1,Augsburg,1.7,0.8,47,30660,Jonas Hector,4-1-4-1,4/4/2002,Robert Schröder,Match Report,,11,6,15.5,0,0,0,2023,Koln
36,4/15/2023,15:30,Bundesliga,Matchweek 28,Sat,Home,D,1,1,Mainz 05,1,0.8,53,50000,Jonas Hector,4-2-3-1,3/4/2003,Benjamin Cortus,Match Report,,11,4,17.4,0,0,0,2023,Koln
37,4/22/2023,15:30,Bundesliga,Matchweek 29,Sat,Away,W,3,1,Hoffenheim,1.7,0.9,46,30150,Jonas Hector,4-2-3-1,3/5/2002,Robin Braun,Match Report,,12,5,19,0,1,1,2023,Koln
38,4/29/2023,15:30,Bundesliga,Matchweek 30,Sat,Home,L,0,1,Freiburg,1.6,1.6,57,50000,Jonas Hector,4-2-3-1,4-2-2-2,Tobias Reichel,Match Report,,19,4,16.9,0,0,0,2023,Koln
39,5/5/2023,20:30,Bundesliga,Matchweek 31,Fri,Away,W,2,1,Leverkusen,0.8,0.9,36,30210,Jonas Hector,4-2-3-1,3/4/2003,Felix Zwayer,Match Report,,7,5,18.7,0,0,0,2023,Koln
40,5/12/2023,20:30,Bundesliga,Matchweek 32,Fri,Home,W,5,2,Hertha BSC,4.3,1.1,63,50000,Jonas Hector,4-2-3-1,4/4/2002,Sven Jablonski,Match Report,,31,16,13.1,0,0,0,2023,Koln
41,5/20/2023,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Werder Bremen,1.4,1.8,56,41846,Jonas Hector,4-2-3-1,3-1-4-2,Robert Hartmann,Match Report,,13,4,14.1,0,0,0,2023,Koln
42,5/27/2023,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,2,Bayern Munich,1.3,1.3,47,50000,Jonas Hector,4-2-3-1,4-2-3-1,Sven Jablonski,Match Report,,7,1,18.7,0,1,1,2023,Koln
1,8/6/2022,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,3,Gladbach,0.1,1.9,39,49659,Oliver Baumann,3/5/2002,4-2-3-1,Daniel Siebert,Match Report,,2,1,23.5,0,0,0,2023,Hoffenheim
2,8/13/2022,15:30,Bundesliga,Matchweek 2,Sat,Home,W,3,2,Bochum,2.6,1.5,59,17005,Oliver Baumann,3/5/2002,3-4-1-2,Patrick Ittrich,Match Report,,22,11,17.8,1,0,1,2023,Hoffenheim
3,8/20/2022,15:30,Bundesliga,Matchweek 3,Sat,Away,W,3,0,Leverkusen,1.5,1.2,44,26300,Oliver Baumann,3/5/2002,4-2-3-1,Tobias Reichel,Match Report,,10,5,14.2,0,0,0,2023,Hoffenheim
4,8/27/2022,15:30,Bundesliga,Matchweek 4,Sat,Home,W,1,0,Augsburg,1.9,0.6,50,17206,Oliver Baumann,3/5/2002,3-4-1-2,Tobias Welz,Match Report,,21,5,19.8,0,0,0,2023,Hoffenheim
5,9/2/2022,20:30,Bundesliga,Matchweek 5,Fri,Away,L,0,1,Dortmund,0.5,2,51,79300,Oliver Baumann,3/5/2002,4/5/2001,Daniel Siebert,Match Report,,7,2,15.8,1,0,0,2023,Hoffenheim
6,9/10/2022,15:30,Bundesliga,Matchweek 6,Sat,Home,W,4,1,Mainz 05,4.2,0.7,64,20114,Oliver Baumann,3-1-4-2,3/4/2003,Daniel Schlager,Match Report,,20,9,15.4,1,0,1,2023,Hoffenheim
7,9/18/2022,19:30,Bundesliga,Matchweek 7,Sun,Home,D,0,0,Freiburg,0.7,1,50,24233,Oliver Baumann,3/5/2002,4-2-3-1,Deniz Aytekin,Match Report,,10,3,17.9,0,0,0,2023,Hoffenheim
8,10/2/2022,15:30,Bundesliga,Matchweek 8,Sun,Away,D,1,1,Hertha BSC,1.4,0.9,57,41653,Oliver Baumann,3/5/2002,4/3/2003,Christian Dingert,Match Report,,16,4,16.5,0,0,0,2023,Hoffenheim
9,10/7/2022,20:30,Bundesliga,Matchweek 9,Fri,Home,L,1,2,Werder Bremen,1.7,1.3,46,25410,Oliver Baumann,3/5/2002,3/5/2002,Benjamin Cortus,Match Report,,17,6,16.5,0,0,0,2023,Hoffenheim
10,10/14/2022,20:30,Bundesliga,Matchweek 10,Fri,Away,W,3,0,Schalke 04,3.2,0.7,49,59811,Oliver Baumann,3/5/2002,4/5/2001,Florian Badstübner,Match Report,,15,5,17.8,0,2,2,2023,Hoffenheim
12,10/22/2022,15:30,Bundesliga,Matchweek 11,Sat,Home,L,0,2,Bayern Munich,0.8,2.4,42,30150,Oliver Baumann,3/5/2002,4-2-3-1,Sven Jablonski,Match Report,,7,3,15.1,0,0,0,2023,Hoffenheim
13,10/30/2022,19:30,Bundesliga,Matchweek 12,Sun,Away,D,1,1,Köln,0.9,1.2,64,49000,Oliver Baumann,3/5/2002,4/4/2002,Frank Willenborg,Match Report,,5,1,13.4,0,0,0,2023,Hoffenheim
14,11/5/2022,15:30,Bundesliga,Matchweek 13,Sat,Home,L,1,3,RB Leipzig,0.9,1.7,37,23127,Oliver Baumann,3/5/2002,4-2-2-2,Martin Petersen,Match Report,,11,3,19.8,2,0,0,2023,Hoffenheim
15,11/9/2022,20:30,Bundesliga,Matchweek 14,Wed,Away,L,2,4,Eint Frankfurt,1.8,2.8,49,49000,Oliver Baumann,3/5/2002,3/4/2003,Felix Zwayer,Match Report,,12,3,13.5,0,0,0,2023,Hoffenheim
16,11/12/2022,15:30,Bundesliga,Matchweek 15,Sat,Home,L,1,2,Wolfsburg,1.4,0.7,60,18014,Oliver Baumann,3-4-1-2,4/5/2001,Daniel Schlager,Match Report,,22,8,17.5,3,0,0,2023,Hoffenheim
17,1/21/2023,15:30,Bundesliga,Matchweek 16,Sat,Away,L,1,3,Union Berlin,1,2.9,48,21747,Oliver Baumann,3/4/2003,3/5/2002,Robert Hartmann,Match Report,,12,4,17.4,1,0,0,2023,Hoffenheim
18,1/24/2023,20:30,Bundesliga,Matchweek 17,Tue,Home,D,2,2,Stuttgart,2,0.8,49,23159,Oliver Baumann,3/4/2003,4/3/2003,Florian Badstübner,Match Report,,15,6,13.6,0,0,0,2023,Hoffenheim
19,1/28/2023,15:30,Bundesliga,Matchweek 18,Sat,Home,L,1,4,Gladbach,1.8,1.7,51,24119,Oliver Baumann,3-4-1-2,4-2-3-1,Benjamin Brand,Match Report,,15,4,16.2,0,0,0,2023,Hoffenheim
21,2/4/2023,15:30,Bundesliga,Matchweek 19,Sat,Away,L,2,5,Bochum,0.9,2.7,54,23700,Oliver Baumann,3-4-1-2,4-2-3-1,Bastian Dankert,Match Report,,9,4,15,0,0,0,2023,Hoffenheim
22,2/11/2023,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1,3,Leverkusen,0.7,1.4,50,20619,Oliver Baumann,3/4/2003,3/4/2003,Tobias Stieler,Match Report,,11,6,21,1,0,0,2023,Hoffenheim
23,2/17/2023,20:30,Bundesliga,Matchweek 21,Fri,Away,L,0,1,Augsburg,0.6,1.6,54,25872,Oliver Baumann,3-4-1-2,4/4/2002,Patrick Ittrich,Match Report,,8,2,20.1,1,0,0,2023,Hoffenheim
24,2/25/2023,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,1,Dortmund,1.3,2.3,44,30150,Oliver Baumann,3-4-1-2,4/3/2003,Martin Petersen,Match Report,,13,4,18.1,0,0,0,2023,Hoffenheim
25,3/4/2023,15:30,Bundesliga,Matchweek 23,Sat,Away,L,0,1,Mainz 05,0.8,1.1,53,28100,Oliver Baumann,3/4/2003,3/4/2003,Sascha Stegemann,Match Report,,15,3,18.6,1,0,0,2023,Hoffenheim
26,3/12/2023,15:30,Bundesliga,Matchweek 24,Sun,Away,L,1,2,Freiburg,1,0.6,41,33500,Oliver Baumann,3/5/2002,4/4/2002,Harm Osmers,Match Report,,12,1,17,0,0,0,2023,Hoffenheim
27,3/18/2023,15:30,Bundesliga,Matchweek 25,Sat,Home,W,3,1,Hertha BSC,2.6,1,48,25027,Oliver Baumann,3/4/2003,3/5/2002,Frank Willenborg,Match Report,,14,5,17.8,1,2,2,2023,Hoffenheim
28,4/2/2023,17:30,Bundesliga,Matchweek 26,Sun,Away,W,2,1,Werder Bremen,1.1,0.9,43,42000,Oliver Baumann,3/5/2002,3/4/2003,Sascha Stegemann,Match Report,,8,2,14.7,0,0,0,2023,Hoffenheim
29,4/9/2023,19:30,Bundesliga,Matchweek 27,Sun,Home,W,2,0,Schalke 04,2.2,0.7,46,30150,Oliver Baumann,3/5/2002,4-2-3-1,Matthias Jöllenbeck,Match Report,,14,3,18.9,0,1,1,2023,Hoffenheim
30,4/15/2023,15:30,Bundesliga,Matchweek 28,Sat,Away,D,1,1,Bayern Munich,0.4,1.6,34,75000,Oliver Baumann,3/5/2002,4-2-3-1,Bastian Dankert,Match Report,,4,1,16.4,1,0,0,2023,Hoffenheim
31,4/22/2023,15:30,Bundesliga,Matchweek 29,Sat,Home,L,1,3,Köln,0.9,1.7,54,30150,Oliver Baumann,3/5/2002,4-2-3-1,Robin Braun,Match Report,,12,4,18.9,1,0,0,2023,Hoffenheim
32,4/29/2023,15:30,Bundesliga,Matchweek 30,Sat,Away,L,0,1,RB Leipzig,0.3,1.4,41,45294,Oliver Baumann,3/5/2002,3/4/2003,Tobias Stieler,Match Report,,5,1,15.3,0,0,0,2023,Hoffenheim
33,5/6/2023,15:30,Bundesliga,Matchweek 31,Sat,Home,W,3,1,Eint Frankfurt,2.2,2.2,32,30000,Oliver Baumann,3/5/2002,3/4/2003,Harm Osmers,Match Report,,7,3,18.6,1,1,1,2023,Hoffenheim
34,5/13/2023,15:30,Bundesliga,Matchweek 32,Sat,Away,L,1,2,Wolfsburg,1,1.1,54,22617,Oliver Baumann,3/5/2002,3-1-4-2,Tobias Stieler,Match Report,,10,2,19.3,0,0,0,2023,Hoffenheim
35,5/20/2023,15:30,Bundesliga,Matchweek 33,Sat,Home,W,4,2,Union Berlin,2.4,2,43,30000,Oliver Baumann,3/4/2003,3/5/2002,Christian Dingert,Match Report,,9,4,18.1,0,1,1,2023,Hoffenheim
36,5/27/2023,15:30,Bundesliga,Matchweek 34,Sat,Away,D,1,1,Stuttgart,0.8,2.5,43,47500,Oliver Baumann,3/5/2002,3/4/2003,Robert Schröder,Match Report,,8,2,20,0,0,0,2023,Hoffenheim
1,8/6/2022,15:30,Bundesliga,Matchweek 1,Sat,Away,D,2,2,Wolfsburg,0.8,1,39,28015,Marco Friedl,3/5/2002,4-2-3-1,Sascha Stegemann,Match Report,,10,4,21.5,0,0,0,2023,Werder Bremen
2,8/13/2022,15:30,Bundesliga,Matchweek 2,Sat,Home,D,2,2,Stuttgart,0.5,1.4,57,41000,Marco Friedl,3/5/2002,3/5/2002,Robert Hartmann,Match Report,,5,3,16.6,0,0,0,2023,Werder Bremen
3,8/20/2022,15:30,Bundesliga,Matchweek 3,Sat,Away,W,3,2,Dortmund,1.3,0.5,50,81365,Marco Friedl,3/5/2002,4-2-3-1,Florian Badstübner,Match Report,,14,7,18.6,1,0,0,2023,Werder Bremen
4,8/28/2022,17:30,Bundesliga,Matchweek 4,Sun,Home,L,3,4,Eint Frankfurt,1.8,1.8,54,41000,Marco Friedl,3/5/2002,4-2-3-1,Patrick Ittrich,Match Report,,9,3,18.2,0,1,1,2023,Werder Bremen
5,9/3/2022,15:30,Bundesliga,Matchweek 5,Sat,Away,W,2,0,Bochum,2,0.8,50,25800,Marco Friedl,3/5/2002,4-2-3-1,Robert Schröder,Match Report,,15,6,18.9,1,1,1,2023,Werder Bremen
6,9/9/2022,20:30,Bundesliga,Matchweek 6,Fri,Home,L,0,1,Augsburg,1.3,1,68,41000,Marco Friedl,3-1-4-2,3/4/2003,Martin Petersen,Match Report,,11,6,19.8,0,0,1,2023,Werder Bremen
7,9/17/2022,15:30,Bundesliga,Matchweek 7,Sat,Away,D,1,1,Leverkusen,2.1,1.8,46,30210,Marco Friedl,3/5/2002,4-2-3-1,Tobias Welz,Match Report,,19,7,16.7,1,0,0,2023,Werder Bremen
8,10/1/2022,18:30,Bundesliga,Matchweek 8,Sat,Home,W,5,1,Gladbach,1.9,2.3,47,42100,Marco Friedl,3/5/2002,4-2-3-1,Matthias Jöllenbeck,Match Report,,14,8,15.4,0,0,0,2023,Werder Bremen
9,10/7/2022,20:30,Bundesliga,Matchweek 9,Fri,Away,W,2,1,Hoffenheim,1.3,1.7,54,25410,Marco Friedl,3/5/2002,3/5/2002,Benjamin Cortus,Match Report,,7,2,19.4,0,1,1,2023,Werder Bremen
10,10/15/2022,15:30,Bundesliga,Matchweek 10,Sat,Home,L,0,2,Mainz 05,1.3,1.1,67,41000,Marco Friedl,3/5/2002,3/4/2003,Robert Hartmann,Match Report,,14,3,18.9,0,0,0,2023,Werder Bremen
12,10/22/2022,15:30,Bundesliga,Matchweek 11,Sat,Away,L,0,2,Freiburg,0.5,2.9,39,34700,Marco Friedl,3/5/2002,3/4/2003,Bastian Dankert,Match Report,,10,1,17.6,0,0,0,2023,Werder Bremen
13,10/28/2022,20:30,Bundesliga,Matchweek 12,Fri,Home,W,1,0,Hertha BSC,1.3,0.4,52,42100,Miloš Veljković,3-1-4-2,4/4/2002,Tobias Reichel,Match Report,,16,4,16.1,2,0,0,2023,Werder Bremen
14,11/5/2022,18:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Schalke 04,1,1.4,45,41000,Marco Friedl,3/5/2002,4-2-3-1,Felix Brych,Match Report,,11,5,19.3,1,0,0,2023,Werder Bremen
15,11/8/2022,20:30,Bundesliga,Matchweek 14,Tue,Away,L,1,6,Bayern Munich,1.3,4.4,39,75000,Marco Friedl,3-1-4-2,4-2-3-1,Robert Hartmann,Match Report,,6,2,14.6,0,0,0,2023,Werder Bremen
16,11/12/2022,15:30,Bundesliga,Matchweek 15,Sat,Home,L,1,2,RB Leipzig,0.9,1.7,48,41500,Marco Friedl,3-1-4-2,4/4/2002,Matthias Jöllenbeck,Match Report,,7,6,12.9,0,0,0,2023,Werder Bremen
17,1/21/2023,18:30,Bundesliga,Matchweek 16,Sat,Away,L,1,7,Köln,0.3,3,50,50000,Marco Friedl,3-1-4-2,4-2-2-2,Robert Schröder,Match Report,,5,2,15.6,0,0,0,2023,Werder Bremen
18,1/25/2023,20:30,Bundesliga,Matchweek 17,Wed,Home,L,1,2,Union Berlin,0.6,1.1,58,41500,Marco Friedl,3-1-4-2,3/5/2002,Bastian Dankert,Match Report,,9,4,19.5,1,0,0,2023,Werder Bremen
19,1/28/2023,15:30,Bundesliga,Matchweek 18,Sat,Home,W,2,1,Wolfsburg,2.2,0.7,43,41000,Marco Friedl,3-1-4-2,4/5/2001,Daniel Siebert,Match Report,,13,4,15.7,0,1,1,2023,Werder Bremen
20,2/5/2023,15:30,Bundesliga,Matchweek 19,Sun,Away,W,2,0,Stuttgart,0.5,1.3,42,47700,Marco Friedl,3-4-1-2,4/3/2003,Frank Willenborg,Match Report,,9,3,21.7,2,0,0,2023,Werder Bremen
21,2/11/2023,15:30,Bundesliga,Matchweek 20,Sat,Home,L,0,2,Dortmund,0.6,2.5,44,42100,Miloš Veljković,3/5/2002,4-1-4-1,Felix Brych,Match Report,,9,4,18.2,1,0,0,2023,Werder Bremen
22,2/18/2023,18:30,Bundesliga,Matchweek 21,Sat,Away,L,0,2,Eint Frankfurt,0.3,2.1,55,50000,Marco Friedl,3-1-4-2,3/4/2003,Bastian Dankert,Match Report,,3,0,15.7,0,0,0,2023,Werder Bremen
23,2/25/2023,15:30,Bundesliga,Matchweek 22,Sat,Home,W,3,0,Bochum,1.2,0.5,59,42100,Marco Friedl,3/5/2002,3/4/2003,Florian Badstübner,Match Report,,11,6,18.2,1,0,0,2023,Werder Bremen
24,3/4/2023,15:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Augsburg,2.3,0.6,62,30660,Marco Friedl,3/5/2002,4/4/2002,Felix Zwayer,Match Report,,20,7,17.5,0,0,0,2023,Werder Bremen
25,3/12/2023,17:30,Bundesliga,Matchweek 24,Sun,Home,L,2,3,Leverkusen,1.8,1,53,41000,Miloš Veljković,3-1-4-2,3/4/2003,Deniz Aytekin,Match Report,,11,5,21.2,1,1,1,2023,Werder Bremen
26,3/17/2023,20:30,Bundesliga,Matchweek 25,Fri,Away,D,2,2,Gladbach,1.3,3.4,42,54042,Niclas Füllkrug,3/5/2002,4-2-3-1,Tobias Reichel,Match Report,,8,3,16,0,0,0,2023,Werder Bremen
27,4/2/2023,17:30,Bundesliga,Matchweek 26,Sun,Home,L,1,2,Hoffenheim,0.9,1.1,57,42000,Marco Friedl,3/4/2003,3/5/2002,Sascha Stegemann,Match Report,,12,4,18,0,0,0,2023,Werder Bremen
28,4/8/2023,15:30,Bundesliga,Matchweek 27,Sat,Away,D,2,2,Mainz 05,0.9,1.9,49,33305,Marco Friedl,3/5/2002,3/4/2003,Benjamin Brand,Match Report,,9,4,18.5,1,0,0,2023,Werder Bremen
29,4/16/2023,15:30,Bundesliga,Matchweek 28,Sun,Home,L,1,2,Freiburg,1.7,0.8,50,42100,Marco Friedl,3/5/2002,4-2-2-2,Florian Badstübner,Match Report,,13,5,19.1,0,0,0,2023,Werder Bremen
30,4/22/2023,15:30,Bundesliga,Matchweek 29,Sat,Away,W,4,2,Hertha BSC,2,1.6,46,74667,Marco Friedl,3/5/2002,4-1-4-1,Robert Schröder,Match Report,,13,4,13.6,1,0,0,2023,Werder Bremen
31,4/29/2023,18:30,Bundesliga,Matchweek 30,Sat,Away,L,1,2,Schalke 04,1.2,1.6,43,61981,Marco Friedl,3/5/2002,4-2-3-1,Bastian Dankert,Match Report,,10,1,20.8,2,0,0,2023,Werder Bremen
32,5/6/2023,18:30,Bundesliga,Matchweek 31,Sat,Home,L,1,2,Bayern Munich,0.7,1.4,33,42100,Marco Friedl,3/5/2002,4-2-3-1,Christian Dingert,Match Report,,13,2,21.4,0,0,0,2023,Werder Bremen
33,5/14/2023,17:30,Bundesliga,Matchweek 32,Sun,Away,L,1,2,RB Leipzig,1.1,2.2,39,47069,Marco Friedl,3-1-4-2,4-2-2-2,Florian Badstübner,Match Report,,6,2,13.6,0,0,0,2023,Werder Bremen
